Pulse,Temperature,Time,Place,Outcome
82,36.1,15:00,Not Home,Win
62,36.4,12:00,Not Home,Win
53,36.5,11:00,Not Home,Win
87,35.4,13:00,Home,Win
114,36.6,7:00,Home,Lose
104,37.1,21:00,Home,Win
66,37.4,23:00,Not Home,Lose
77,35.5,0:00,Home,Win
114,35.7,3:00,Not Home,Lose
77,36.1,2:00,Not Home,Lose
79,38.4,22:00,Not Home,Lose
118,37.9,15:00,Home,Lose
85,36.4,15:00,Home,Win
107,38.7,2:00,Not Home,Lose
66,35.1,0:00,Not Home,Lose
97,37.4,2:00,Not Home,Lose
77,39,2:00,Not Home,Lose
97,37.4,0:00,Not Home,Lose
62,37,15:00,Home,Win
99,35.2,8:00,Home,Win
50,38.8,16:00,Not Home,Lose
116,35.2,7:00,Home,Lose
64,39.4,0:00,Home,Lose
104,37.5,10:00,Home,Win
110,38.6,13:00,Not Home,Lose
112,37,18:00,Not Home,Lose
109,35.6,11:00,Not Home,Win
109,38.9,14:00,Home,Win
92,39.1,4:00,Home,Lose
52,39.1,15:00,Not Home,Lose
112,38.6,10:00,Not Home,Lose
53,35.6,1:00,Home,Win
104,38.6,14:00,Not Home,Lose
67,35,9:00,Not Home,Lose
92,35.8,21:00,Not Home,Win
108,35.9,0:00,Home,Win
113,36.8,9:00,Home,Lose
104,37.4,18:00,Not Home,Win
79,39.5,8:00,Not Home,Lose
71,37,4:00,Not Home,Lose
88,36.7,20:00,Not Home,Win
61,39.2,20:00,Home,Win
89,38.7,14:00,Not Home,Lose
118,38.4,23:00,Not Home,Lose
90,39.5,5:00,Home,Lose
86,36.9,5:00,Not Home,Lose
69,37.1,5:00,Not Home,Lose
80,36.7,19:00,Home,Win
65,38.5,0:00,Not Home,Lose
108,38.4,6:00,Home,Lose
85,36.1,20:00,Home,Win
86,35.6,1:00,Home,Win
65,36.8,20:00,Home,Win
92,36.6,3:00,Home,Win
112,35.7,4:00,Home,Lose
117,36.1,10:00,Home,Lose
104,39.6,1:00,Not Home,Lose
101,35.5,5:00,Not Home,Lose
87,37,7:00,Home,Win
114,37.6,9:00,Not Home,Lose
100,36.1,8:00,Not Home,Lose
73,37.5,15:00,Home,Win
62,38.8,4:00,Home,Lose
54,35.1,7:00,Not Home,Lose
67,38.7,10:00,Not Home,Lose
80,39.2,10:00,Home,Win
58,38.5,10:00,Not Home,Lose
80,37.2,22:00,Not Home,Win
79,39.1,17:00,Home,Win
91,38.4,16:00,Not Home,Lose
50,39.6,6:00,Not Home,Lose
74,37.3,10:00,Not Home,Win
110,37.2,0:00,Home,Lose
118,36.1,3:00,Home,Lose
112,35.9,17:00,Not Home,Lose
57,35.7,20:00,Home,Win
119,38.5,0:00,Home,Lose
69,39.6,4:00,Home,Lose
96,37,16:00,Home,Win
75,36.8,7:00,Not Home,Lose
117,35,18:00,Home,Lose
60,38.5,20:00,Not Home,Lose
81,37.8,20:00,Home,Win
56,39.5,19:00,Home,Win
102,37.9,10:00,Home,Win
87,38.6,11:00,Home,Win
93,38,9:00,Home,Win
71,35.3,9:00,Not Home,Lose
101,36.7,9:00,Home,Win
99,37.9,18:00,Home,Win
74,36.8,20:00,Not Home,Win
117,37.2,20:00,Home,Lose
67,35.2,12:00,Not Home,Win
104,37,8:00,Home,Win
103,36.8,13:00,Home,Win
73,35.7,21:00,Home,Win
114,38.6,18:00,Not Home,Lose
87,39,11:00,Home,Win
82,37.5,22:00,Not Home,Win
63,35.6,18:00,Home,Win
51,36.9,16:00,Not Home,Win
86,36.7,21:00,Not Home,Win
54,35.7,11:00,Home,Win
112,37,13:00,Home,Lose
85,36.5,18:00,Not Home,Win
71,35.9,2:00,Home,Win
57,39.5,19:00,Home,Win
116,35.4,19:00,Home,Lose
52,36.7,5:00,Not Home,Lose
104,36.5,0:00,Not Home,Lose
85,35.5,0:00,Home,Win
98,36.3,0:00,Home,Win
68,36.7,3:00,Not Home,Lose
59,39.2,10:00,Not Home,Lose
102,35.1,3:00,Home,Win
79,39.3,16:00,Not Home,Lose
114,35.2,2:00,Not Home,Lose
107,35.4,23:00,Home,Win
71,35.4,14:00,Not Home,Win
77,36.9,4:00,Home,Win
60,36.2,1:00,Not Home,Lose
110,35.9,13:00,Not Home,Lose
75,39.3,6:00,Home,Lose
103,36.8,8:00,Home,Win
99,39.4,12:00,Not Home,Lose
65,37.9,22:00,Home,Win
87,36.1,0:00,Home,Win
69,35.1,21:00,Home,Win
80,38,10:00,Home,Win
59,39.2,18:00,Not Home,Lose
56,39.6,2:00,Not Home,Lose
113,38.7,6:00,Home,Lose
88,37.9,16:00,Not Home,Lose
91,37.2,21:00,Home,Win
90,37,11:00,Home,Win
94,36,22:00,Home,Win
115,37.8,1:00,Not Home,Lose
84,35.2,9:00,Not Home,Lose
69,36.2,9:00,Not Home,Lose
111,39.5,21:00,Not Home,Lose
117,37.5,21:00,Home,Lose
70,39.5,10:00,Not Home,Lose
104,36.8,3:00,Not Home,Lose
76,38.9,22:00,Not Home,Lose
88,37.6,11:00,Home,Win
95,39.2,21:00,Not Home,Lose
99,38.6,8:00,Home,Lose
114,37.3,11:00,Not Home,Lose
82,37.1,17:00,Not Home,Win
86,38.9,23:00,Home,Lose
97,38.1,22:00,Not Home,Lose
88,37.6,20:00,Home,Win
119,38.1,6:00,Home,Lose
105,38.8,1:00,Not Home,Lose
115,35.9,10:00,Not Home,Lose
91,37.5,13:00,Home,Win
89,38.2,5:00,Home,Lose
81,36.7,1:00,Home,Win
76,35.8,18:00,Not Home,Win
112,36.4,13:00,Not Home,Lose
81,35.4,19:00,Home,Win
76,37,18:00,Home,Win
112,39.1,10:00,Home,Lose
77,39.4,5:00,Not Home,Lose
113,37,10:00,Home,Lose
54,39.2,16:00,Home,Win
65,36.5,15:00,Home,Win
99,39.1,8:00,Home,Lose
115,35.3,21:00,Not Home,Lose
104,35.7,18:00,Home,Win
51,35.7,23:00,Home,Win
52,37.3,21:00,Home,Win
62,38.7,1:00,Not Home,Lose
107,37.9,22:00,Not Home,Lose
54,39.3,20:00,Home,Win
102,37.1,11:00,Not Home,Win
87,39.4,21:00,Home,Win
83,38.1,2:00,Home,Win
90,37.2,2:00,Home,Win
64,37.7,12:00,Home,Win
67,35.9,2:00,Home,Win
63,36.6,7:00,Home,Win
89,36.3,10:00,Home,Win
109,36.3,15:00,Not Home,Win
112,35.9,23:00,Not Home,Lose
109,37.9,17:00,Not Home,Lose
53,35.9,20:00,Home,Win
53,37.3,17:00,Not Home,Win
81,36.7,22:00,Home,Win
87,35.8,13:00,Home,Win
71,35.2,13:00,Home,Win
93,39.2,16:00,Home,Win
72,39.5,0:00,Not Home,Lose
66,36.4,19:00,Not Home,Win
115,36.3,23:00,Home,Lose
114,38.7,12:00,Home,Lose
114,35.2,3:00,Home,Lose
81,39.3,15:00,Home,Win
98,36.9,20:00,Not Home,Win
53,39.2,21:00,Home,Win
83,37.9,21:00,Home,Win
88,36.9,13:00,Home,Win
59,37.6,6:00,Home,Win
109,39.4,7:00,Home,Lose
78,36.7,11:00,Not Home,Win
87,36,19:00,Not Home,Win
66,39.6,3:00,Not Home,Lose
118,35.9,22:00,Not Home,Lose
101,35.1,19:00,Home,Win
85,39.2,16:00,Not Home,Lose
119,38.8,0:00,Not Home,Lose
107,36.5,4:00,Home,Win
100,39.6,7:00,Home,Lose
60,35.8,1:00,Not Home,Lose
80,35.9,23:00,Home,Win
109,37.7,13:00,Home,Win
94,37.4,19:00,Home,Win
118,36.4,13:00,Home,Lose
68,35.3,16:00,Home,Win
100,35.9,20:00,Home,Win
93,38.6,7:00,Not Home,Lose
96,35.5,15:00,Not Home,Win
52,35.6,6:00,Not Home,Lose
53,36.2,14:00,Not Home,Win
112,38.4,5:00,Not Home,Lose
105,36.2,1:00,Not Home,Lose
92,37.7,21:00,Home,Win
103,38.7,12:00,Home,Win
106,35.8,5:00,Not Home,Lose
69,37.1,11:00,Home,Win
102,35.5,8:00,Home,Win
92,35.5,13:00,Home,Win
69,39.5,19:00,Home,Win
64,37.3,2:00,Not Home,Lose
92,37.4,9:00,Home,Win
112,38.9,18:00,Not Home,Lose
82,35,3:00,Not Home,Lose
115,38.4,20:00,Home,Lose
115,37.9,23:00,Home,Lose
113,35.4,15:00,Home,Lose
99,39.5,23:00,Not Home,Lose
107,38.4,10:00,Home,Win
117,35.4,4:00,Not Home,Lose
64,38.8,14:00,Not Home,Lose
60,38.9,5:00,Home,Lose
70,39.2,9:00,Home,Lose
72,37.6,0:00,Not Home,Lose
93,37.2,4:00,Not Home,Lose
56,36.1,17:00,Home,Win
76,36.5,15:00,Home,Win
57,38.2,11:00,Not Home,Lose
116,36.9,12:00,Home,Lose
51,39.6,20:00,Home,Win
89,37.5,8:00,Not Home,Lose
90,35.8,21:00,Home,Win
64,36,13:00,Home,Win
70,38.6,1:00,Home,Lose
104,36.4,0:00,Not Home,Lose
85,37.2,7:00,Not Home,Lose
69,38.5,19:00,Not Home,Lose
54,39.1,16:00,Not Home,Lose
85,38.4,21:00,Not Home,Lose
76,38.9,19:00,Home,Win
69,35.4,20:00,Home,Win
107,37.7,5:00,Home,Win
90,38.8,18:00,Not Home,Lose
74,37.6,17:00,Not Home,Win
113,38.2,10:00,Not Home,Lose
115,38.9,11:00,Not Home,Lose
77,37.7,21:00,Home,Win
107,37.6,18:00,Not Home,Lose
68,37.6,20:00,Home,Win
103,35.2,16:00,Home,Win
55,36.7,4:00,Home,Win
86,38.2,11:00,Not Home,Lose
110,38.9,7:00,Home,Lose
73,39,17:00,Not Home,Lose
80,36.7,13:00,Home,Win
71,37.7,12:00,Home,Win
112,39.6,15:00,Home,Lose
75,38.6,7:00,Not Home,Lose
98,37.6,10:00,Not Home,Win
83,36.7,17:00,Home,Win
84,36.4,16:00,Not Home,Win
69,39,8:00,Not Home,Lose
74,38.4,3:00,Home,Lose
94,38,9:00,Home,Win
92,39.3,12:00,Not Home,Lose
59,39,1:00,Home,Lose
98,35.6,5:00,Not Home,Lose
100,37.5,13:00,Not Home,Win
113,36.2,17:00,Home,Lose
74,36.5,18:00,Home,Win
92,36.9,5:00,Not Home,Lose
86,39.4,8:00,Not Home,Lose
102,36.9,20:00,Home,Win
103,36.4,9:00,Not Home,Lose
87,35.9,20:00,Home,Win
66,38.9,13:00,Not Home,Lose
88,38.6,7:00,Home,Lose
105,36,17:00,Not Home,Win
54,37.5,16:00,Home,Win
94,37.8,3:00,Not Home,Lose
64,35,7:00,Not Home,Lose
77,37.7,15:00,Not Home,Lose
113,35.6,11:00,Not Home,Lose
84,36,9:00,Home,Win
51,35.7,8:00,Not Home,Lose
118,39.6,16:00,Not Home,Lose
95,35.4,1:00,Not Home,Lose
92,37.8,6:00,Not Home,Lose
93,36.8,10:00,Not Home,Win
106,36.5,17:00,Home,Win
52,36,1:00,Home,Win
111,38.8,14:00,Home,Lose
86,37.3,0:00,Not Home,Lose
110,35.6,5:00,Home,Lose
112,36.7,23:00,Not Home,Lose
69,35.4,5:00,Home,Win
112,36,4:00,Not Home,Lose
91,38.2,14:00,Not Home,Lose
61,37,17:00,Not Home,Win
94,37.2,4:00,Not Home,Lose
66,39.2,12:00,Not Home,Lose
53,38.3,15:00,Not Home,Lose
117,37,22:00,Home,Lose
77,36.9,15:00,Home,Win
82,37.3,12:00,Home,Win
63,35.2,23:00,Home,Win
78,37,13:00,Home,Win
88,38.9,11:00,Not Home,Lose
75,35.7,8:00,Home,Win
87,39,13:00,Not Home,Lose
89,39.5,13:00,Not Home,Lose
117,37.8,6:00,Home,Lose
97,39.5,1:00,Home,Lose
76,38.1,14:00,Home,Win
100,36,6:00,Home,Win
108,38.7,5:00,Not Home,Lose
69,37.8,20:00,Home,Win
68,38.6,15:00,Not Home,Lose
59,38.1,11:00,Home,Win
111,36.5,3:00,Not Home,Lose
115,38.8,6:00,Not Home,Lose
92,36.6,21:00,Not Home,Win
66,39.3,8:00,Home,Lose
62,36.7,1:00,Not Home,Lose
72,38.8,4:00,Home,Lose
84,35.1,10:00,Home,Win
98,35.7,9:00,Not Home,Lose
100,36,12:00,Home,Win
79,37.1,7:00,Home,Win
84,35,15:00,Home,Win
86,36.7,20:00,Home,Win
72,37.4,23:00,Home,Win
105,38.5,12:00,Not Home,Lose
61,38.3,9:00,Home,Lose
71,35.9,8:00,Not Home,Lose
98,38.7,22:00,Not Home,Lose
102,36.7,13:00,Home,Win
77,36.5,10:00,Not Home,Win
113,35,11:00,Home,Lose
98,37,20:00,Not Home,Win
111,38.1,1:00,Home,Lose
51,37.8,11:00,Not Home,Lose
67,36.7,11:00,Not Home,Win
119,35.8,0:00,Home,Lose
98,35.5,0:00,Not Home,Lose
102,37.9,19:00,Not Home,Win
93,36.5,13:00,Not Home,Win
117,39,0:00,Home,Lose
106,35.6,9:00,Not Home,Lose
77,37.3,0:00,Home,Win
77,37.5,7:00,Not Home,Lose
71,36.5,20:00,Not Home,Win
95,35.6,8:00,Home,Win
89,38.2,19:00,Home,Win
84,38.2,7:00,Home,Lose
55,39,15:00,Home,Win
53,36.8,20:00,Not Home,Win
99,35.3,15:00,Not Home,Win
93,38.7,6:00,Not Home,Lose
105,39.2,7:00,Home,Lose
78,38.3,8:00,Home,Lose
118,37.9,15:00,Not Home,Lose
94,38,12:00,Not Home,Lose
84,38.3,6:00,Home,Lose
78,39.3,16:00,Home,Win
115,38.1,8:00,Home,Lose
114,36.3,19:00,Not Home,Lose
109,35.6,22:00,Not Home,Win
107,38.1,7:00,Home,Win
114,38.6,14:00,Not Home,Lose
105,37.5,14:00,Home,Win
92,36.9,8:00,Not Home,Lose
56,37.3,3:00,Home,Win
97,39.4,1:00,Home,Lose
68,37.9,11:00,Home,Win
63,38.9,3:00,Not Home,Lose
63,37.7,0:00,Home,Win
71,37.4,0:00,Not Home,Lose
88,36.9,7:00,Not Home,Lose
103,35.3,7:00,Not Home,Lose
81,36.4,1:00,Home,Win
69,36,0:00,Home,Win
58,36.9,20:00,Home,Win
88,36.5,9:00,Home,Win
73,38.9,23:00,Not Home,Lose
80,37.5,12:00,Not Home,Win
51,39.1,10:00,Not Home,Lose
90,36.4,6:00,Home,Win
96,37.6,17:00,Home,Win
108,37.3,2:00,Home,Win
105,37.1,1:00,Not Home,Lose
50,37.2,3:00,Not Home,Lose
90,37.6,23:00,Not Home,Lose
65,36.9,11:00,Home,Win
95,37.2,15:00,Not Home,Win
95,36.4,5:00,Home,Win
58,37.7,0:00,Not Home,Lose
57,36,2:00,Not Home,Lose
82,38.9,21:00,Not Home,Lose
73,36.6,18:00,Home,Win
90,35.1,5:00,Home,Win
50,38.3,16:00,Home,Win
119,37.6,12:00,Home,Lose
83,38.7,16:00,Not Home,Lose
59,35.6,17:00,Not Home,Win
54,36.8,0:00,Home,Win
52,36.7,7:00,Not Home,Lose
78,39.5,0:00,Home,Lose
115,36.5,1:00,Not Home,Lose
100,36.1,15:00,Home,Win
63,36.1,10:00,Home,Win
88,35.2,7:00,Home,Win
71,35.6,16:00,Home,Win
66,38.7,23:00,Home,Lose
69,39.5,13:00,Home,Win
54,38,21:00,Not Home,Lose
104,38.2,21:00,Home,Win
113,36.3,6:00,Not Home,Lose
112,39.3,12:00,Not Home,Lose
75,38.7,4:00,Home,Lose
86,38.6,8:00,Not Home,Lose
117,36.8,20:00,Home,Lose
92,38.7,7:00,Not Home,Lose
54,37.6,21:00,Home,Win
89,39.1,7:00,Home,Lose
101,38.5,0:00,Home,Lose
93,36,3:00,Home,Win
92,37.8,9:00,Home,Win
66,36.7,0:00,Home,Win
80,35.9,0:00,Home,Win
95,38,4:00,Not Home,Lose
101,39.2,7:00,Not Home,Lose
91,36.3,14:00,Home,Win
52,37.2,19:00,Not Home,Win
97,39.2,22:00,Not Home,Lose
103,36.4,1:00,Not Home,Lose
114,37.1,15:00,Not Home,Lose
71,37.8,13:00,Not Home,Win
59,36.6,16:00,Not Home,Win
55,39,15:00,Home,Win
65,38,16:00,Home,Win
52,37.5,4:00,Home,Win
92,36.7,23:00,Home,Win
71,35.7,16:00,Not Home,Win
86,35.1,4:00,Home,Win
82,35.3,3:00,Not Home,Lose
60,36.3,12:00,Not Home,Win
78,38.5,20:00,Not Home,Lose
55,38,0:00,Not Home,Lose
77,39.4,21:00,Not Home,Lose
114,39.1,17:00,Home,Lose
56,35.4,5:00,Not Home,Lose
76,36,2:00,Home,Win
109,36.3,12:00,Home,Win
52,35.8,3:00,Not Home,Lose
108,39.6,13:00,Not Home,Lose
60,35.7,4:00,Not Home,Lose
113,38.3,4:00,Home,Lose
92,38.7,17:00,Home,Win
113,38,9:00,Not Home,Lose
62,36.2,2:00,Home,Win
74,36.4,21:00,Not Home,Win
51,36.5,2:00,Not Home,Lose
67,39,10:00,Home,Win
64,35.5,8:00,Home,Win
105,36,22:00,Home,Win
98,35.3,23:00,Home,Win
99,38,4:00,Home,Win
75,39.4,18:00,Home,Win
113,35.5,10:00,Not Home,Lose
59,36.6,7:00,Not Home,Lose
103,39.2,1:00,Not Home,Lose
108,37.5,19:00,Not Home,Win
70,38.7,0:00,Not Home,Lose
105,36.2,17:00,Not Home,Win
65,35.4,18:00,Not Home,Win
74,36.1,9:00,Home,Win
69,36.6,20:00,Not Home,Win
73,38.9,21:00,Home,Win
54,35.8,9:00,Not Home,Lose
100,36.2,12:00,Home,Win
60,38.1,1:00,Home,Lose
58,36.2,0:00,Not Home,Lose
77,37.6,13:00,Not Home,Win
106,36.9,11:00,Not Home,Win
104,37.9,18:00,Not Home,Lose
107,35.3,18:00,Home,Win
83,38.7,9:00,Home,Lose
51,35.3,10:00,Not Home,Win
92,38.3,21:00,Not Home,Lose
66,38.5,16:00,Not Home,Lose
117,35.5,8:00,Not Home,Lose
65,39.3,5:00,Not Home,Lose
63,35.4,7:00,Home,Win
95,37.4,18:00,Not Home,Win
60,38,7:00,Not Home,Lose
116,38.4,2:00,Home,Lose
101,38.2,3:00,Not Home,Lose
87,38.7,13:00,Home,Win
112,35.4,6:00,Home,Lose
81,39.3,20:00,Home,Win
119,38.2,10:00,Home,Lose
77,39,4:00,Not Home,Lose
85,37.6,5:00,Home,Win
119,39.4,23:00,Not Home,Lose
107,38.8,13:00,Home,Win
87,37.6,21:00,Not Home,Lose
69,39,7:00,Not Home,Lose
67,35.4,15:00,Home,Win
66,37,14:00,Home,Win
109,35.4,1:00,Not Home,Lose
118,35.2,11:00,Not Home,Lose
92,39.3,8:00,Home,Lose
101,38.8,18:00,Home,Win
111,38.7,5:00,Not Home,Lose
115,35.8,23:00,Home,Lose
90,37.4,0:00,Home,Win
83,37.1,8:00,Not Home,Lose
105,37.8,20:00,Home,Win
97,35.4,14:00,Not Home,Win
53,35.3,7:00,Not Home,Lose
59,36.2,11:00,Not Home,Win
100,37.9,3:00,Not Home,Lose
113,37.8,15:00,Home,Lose
62,38.2,10:00,Home,Win
100,36.4,19:00,Not Home,Win
51,37.6,2:00,Home,Win
57,36.3,11:00,Not Home,Win
112,36.3,19:00,Home,Lose
90,38.9,10:00,Not Home,Lose
104,36.3,10:00,Not Home,Win
64,38.9,2:00,Not Home,Lose
85,36.2,19:00,Home,Win
95,35.5,0:00,Not Home,Lose
77,38.9,8:00,Home,Lose
97,38.8,15:00,Home,Win
58,38.6,16:00,Home,Win
93,37.6,3:00,Not Home,Lose
97,35.3,15:00,Not Home,Win
84,36.4,3:00,Home,Win
111,37.2,10:00,Home,Lose
119,36,2:00,Not Home,Lose
75,39.1,11:00,Home,Win
113,37,13:00,Not Home,Lose
79,35.5,14:00,Home,Win
116,37,17:00,Home,Lose
113,39.3,22:00,Home,Lose
112,39.5,14:00,Home,Lose
101,35,21:00,Home,Win
99,38.6,17:00,Home,Win
106,38.3,18:00,Home,Win
63,35.4,20:00,Not Home,Win
58,37.7,11:00,Not Home,Lose
94,35.3,19:00,Not Home,Win
51,39.3,20:00,Home,Win
102,35.4,17:00,Not Home,Win
117,35.3,2:00,Home,Lose
116,36.7,20:00,Not Home,Lose
100,38.9,22:00,Not Home,Lose
88,36.5,18:00,Home,Win
113,38.5,18:00,Home,Lose
91,38.9,4:00,Not Home,Lose
57,36.2,8:00,Home,Win
55,36.8,7:00,Not Home,Lose
65,38.8,22:00,Home,Win
105,36.8,6:00,Not Home,Lose
99,37.8,14:00,Not Home,Win
65,38.3,16:00,Not Home,Lose
102,39.6,22:00,Not Home,Lose
112,36.2,22:00,Not Home,Lose
86,35.3,0:00,Not Home,Lose
102,36.2,12:00,Home,Win
115,39.4,4:00,Home,Lose
116,35.4,9:00,Home,Lose
76,35,7:00,Not Home,Lose
110,35.8,1:00,Not Home,Lose
65,36.6,2:00,Home,Win
96,37,21:00,Not Home,Win
90,37.5,7:00,Home,Win
89,39.2,21:00,Home,Win
63,37.8,14:00,Not Home,Win
84,36.6,1:00,Home,Win
73,35.1,9:00,Not Home,Lose
58,35.9,8:00,Not Home,Lose
116,35.6,14:00,Not Home,Lose
104,38.4,6:00,Not Home,Lose
100,38.9,22:00,Home,Win
78,36.3,17:00,Not Home,Win
113,36.5,17:00,Home,Lose
83,37,22:00,Not Home,Win
100,35.2,16:00,Not Home,Win
64,37.3,4:00,Home,Win
88,36.1,23:00,Not Home,Lose
66,35.8,20:00,Not Home,Win
64,38.7,10:00,Home,Win
75,39.5,3:00,Not Home,Lose
106,35.4,21:00,Not Home,Win
100,36.7,2:00,Home,Win
67,38.2,3:00,Home,Lose
85,37.5,11:00,Not Home,Win
79,38.6,11:00,Not Home,Lose
71,35.2,17:00,Not Home,Win
73,35.5,10:00,Not Home,Win
99,35.5,4:00,Home,Win
51,39.5,22:00,Not Home,Lose
100,36.2,2:00,Not Home,Lose
113,35.3,8:00,Not Home,Lose
72,36,20:00,Home,Win
113,37.9,5:00,Not Home,Lose
91,39.3,3:00,Not Home,Lose
117,38.5,11:00,Not Home,Lose
80,36.9,19:00,Not Home,Win
116,37,0:00,Home,Lose
118,38.6,18:00,Not Home,Lose
52,36.5,2:00,Home,Win
107,39.2,9:00,Not Home,Lose
102,35.5,7:00,Not Home,Lose
109,38.4,7:00,Not Home,Lose
79,36.2,9:00,Not Home,Lose
115,38.2,22:00,Not Home,Lose
114,35.4,13:00,Home,Lose
104,37.9,17:00,Home,Win
68,36.6,11:00,Home,Win
68,36,0:00,Not Home,Lose
61,36.9,13:00,Home,Win
112,37.8,1:00,Home,Lose
75,36.5,3:00,Not Home,Lose
84,38.5,22:00,Home,Win
115,37.1,4:00,Home,Lose
57,36,9:00,Home,Win
113,38.7,15:00,Home,Lose
52,36.9,0:00,Not Home,Lose
90,36.3,21:00,Home,Win
117,35.7,5:00,Home,Lose
78,35.3,15:00,Home,Win
78,35,18:00,Not Home,Win
106,37.8,16:00,Home,Win
93,35.9,13:00,Home,Win
62,37.9,22:00,Not Home,Lose
73,37,5:00,Not Home,Lose
119,39.5,14:00,Not Home,Lose
77,35.9,6:00,Not Home,Lose
90,37.1,4:00,Home,Win
95,39.2,11:00,Home,Win
119,35.2,20:00,Home,Lose
83,35.6,6:00,Not Home,Lose
107,35.6,1:00,Home,Win
108,38.5,21:00,Not Home,Lose
91,35.8,8:00,Home,Win
114,36,14:00,Not Home,Lose
93,37.7,23:00,Home,Win
104,37.5,18:00,Not Home,Win
106,37.4,2:00,Home,Win
99,35.5,0:00,Home,Win
81,35.8,22:00,Home,Win
112,38.3,14:00,Not Home,Lose
50,38.8,16:00,Home,Win
52,39.1,18:00,Home,Win
83,38.2,4:00,Home,Lose
69,36.1,15:00,Not Home,Win
62,38.3,6:00,Home,Lose
64,39,19:00,Home,Win
54,36.5,19:00,Not Home,Win
50,36.3,3:00,Not Home,Lose
54,39.5,6:00,Not Home,Lose
86,37.5,20:00,Home,Win
62,37.6,22:00,Not Home,Lose
104,36.8,12:00,Home,Win
75,39.2,22:00,Not Home,Lose
104,39.1,10:00,Home,Win
107,36.3,16:00,Not Home,Win
118,37.1,16:00,Not Home,Lose
92,37.3,18:00,Home,Win
107,37.3,2:00,Home,Win
59,37.5,23:00,Home,Win
73,37.2,8:00,Not Home,Lose
86,37.8,1:00,Home,Win
112,37.2,10:00,Not Home,Lose
56,37.9,11:00,Not Home,Lose
95,37.7,14:00,Home,Win
105,37.8,22:00,Not Home,Lose
75,36.1,14:00,Not Home,Win
99,36.3,9:00,Not Home,Lose
103,37.4,10:00,Not Home,Win
85,37.9,5:00,Not Home,Lose
99,35.8,11:00,Not Home,Win
95,39,21:00,Home,Win
62,38.3,7:00,Home,Lose
73,36.6,2:00,Home,Win
96,35.8,16:00,Not Home,Win
83,38.6,10:00,Not Home,Lose
107,38.2,23:00,Home,Lose
71,39.3,23:00,Home,Lose
66,37.7,3:00,Home,Win
63,39.4,6:00,Home,Lose
62,36.9,13:00,Not Home,Win
109,37.4,15:00,Not Home,Win
72,36.7,15:00,Not Home,Win
55,38.1,17:00,Not Home,Lose
70,38.9,22:00,Home,Win
71,35.9,14:00,Home,Win
106,35,9:00,Not Home,Lose
97,37.8,18:00,Not Home,Win
70,38.8,17:00,Not Home,Lose
98,37.1,9:00,Not Home,Lose
62,38.1,11:00,Home,Win
118,35.8,7:00,Home,Lose
54,37,10:00,Home,Win
65,35,8:00,Not Home,Lose
96,38.7,6:00,Not Home,Lose
62,38,4:00,Home,Win
58,39.6,2:00,Not Home,Lose
51,38.3,0:00,Home,Lose
115,37.9,5:00,Home,Lose
75,35.1,19:00,Home,Win
119,35.4,0:00,Not Home,Lose
87,38.1,8:00,Not Home,Lose
73,38.1,15:00,Home,Win
88,38.2,6:00,Not Home,Lose
74,35.3,8:00,Not Home,Lose
117,39,8:00,Not Home,Lose
53,38.9,21:00,Home,Win
117,37.9,18:00,Not Home,Lose
85,35.9,14:00,Home,Win
65,38.2,14:00,Home,Win
53,36.7,18:00,Not Home,Win
116,38.3,5:00,Not Home,Lose
100,35,14:00,Not Home,Win
66,36.4,21:00,Not Home,Win
90,37.8,10:00,Home,Win
89,35.7,19:00,Home,Win
84,38.9,2:00,Not Home,Lose
103,38.8,11:00,Home,Win
54,36.9,23:00,Not Home,Lose
89,38.3,15:00,Home,Win
80,36.8,8:00,Not Home,Lose
65,38.9,1:00,Not Home,Lose
81,37.5,22:00,Not Home,Win
118,36.1,16:00,Not Home,Lose
108,38,21:00,Home,Win
65,36.6,5:00,Home,Win
64,35,12:00,Home,Win
98,38.8,15:00,Home,Win
112,37.7,12:00,Not Home,Lose
63,37.5,17:00,Home,Win
59,39,0:00,Home,Lose
99,39.6,0:00,Home,Lose
68,37.5,11:00,Not Home,Win
79,37.3,11:00,Not Home,Win
63,39.5,6:00,Home,Lose
95,37.7,20:00,Home,Win
96,38.9,10:00,Home,Win
60,37.9,1:00,Not Home,Lose
94,38.4,6:00,Home,Lose
117,37.6,8:00,Home,Lose
97,38.5,0:00,Home,Lose
62,38.2,16:00,Not Home,Lose
114,36.8,15:00,Not Home,Lose
105,37.4,6:00,Home,Win
93,38.7,16:00,Home,Win
72,38.1,14:00,Home,Win
117,37.4,12:00,Home,Lose
52,35.9,12:00,Home,Win
97,37.1,15:00,Not Home,Win
55,36.7,8:00,Home,Win
67,38.3,8:00,Home,Lose
68,37.6,17:00,Not Home,Lose
96,36.5,4:00,Not Home,Lose
70,37.1,4:00,Not Home,Lose
71,39,16:00,Home,Win
110,36.9,6:00,Home,Lose
97,36,19:00,Not Home,Win
81,36.9,12:00,Home,Win
111,35.4,3:00,Not Home,Lose
65,35.9,7:00,Home,Win
55,38.5,17:00,Not Home,Lose
79,37.9,2:00,Home,Win
93,37.5,3:00,Home,Win
108,38.8,18:00,Home,Win
61,38.5,15:00,Not Home,Lose
67,36.3,21:00,Not Home,Win
107,38.4,12:00,Not Home,Lose
68,37,13:00,Not Home,Win
91,37.7,11:00,Not Home,Lose
51,35.5,21:00,Not Home,Win
